ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Año,Mes,Tiene_Internet,Atencion_Gobierno,Es_Zona_Rural
7886,Laura,27.0,Femenino,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-10-11,1,0,0,2024,10,Si,No,No
7887,María,34.0,Masculino,Cúcuta,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-01-05,1,0,0,2024,1,Si,No,No
7888,Ana,27.0,Otro,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-10-22,0,1,1,2023,10,No,Si,Si
7889,Carlos,36.0,Femenino,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-04-09,0,1,1,2024,4,No,Si,Si
7890,María,77.0,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-11-16,1,0,1,2024,11,Si,No,Si
7891,Sofía,54.0,Otro,Cali,queremos más presencia policial.,Seguridad,No urgente,2024-08-13,0,1,1,2024,8,No,Si,Si
7892,Ana,72.0,Masculino,Bogotá,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-03-02,1,1,0,2024,3,Si,Si,No
7893,Ana,47.0,Femenino,Cartagena,la contaminación del río está aumentando.,Seguridad,No urgente,2023-03-23,1,1,0,2023,3,Si,Si,No
7894,Juan,48.0,Masculino,Pereira,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-03-02,0,1,1,2023,3,No,Si,Si
7895,Jorge,39.0,Femenino,Cali,faltan médicos en el centro de salud.,Educación,Urgente,2023-06-01,0,1,1,2023,6,No,Si,Si
7896,Jorge,48.0,,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-04-25,1,0,1,2024,4,Si,No,Si
7897,Juan,73.0,Femenino,Pereira,queremos más presencia policial.,Educación,Urgente,2024-11-10,0,1,1,2024,11,No,Si,Si
7898,María,49.0,Femenino,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-31,0,0,1,2024,8,No,No,Si
7899,Carlos,27.0,Femenino,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2023-09-22,1,1,1,2023,9,Si,Si,Si
7900,Laura,49.0,Otro,Pereira,queremos más presencia policial.,Medio Ambiente,No urgente,2023-12-20,1,0,1,2023,12,Si,No,Si
7901,Laura,66.0,Masculino,Manizales,Sin comentario,Medio Ambiente,No urgente,2024-09-04,1,0,0,2024,9,Si,No,No
7902,Jorge,20.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,2024-03-26,0,1,1,2024,3,No,Si,Si
7903,Ana,40.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-09-23,0,0,1,2023,9,No,No,Si
7904,María,47.0,,Pereira,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-03-30,0,0,1,2023,3,No,No,Si
7905,Ana,39.0,Otro,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-03-10,1,1,1,2024,3,Si,Si,Si
7906,María,50.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-03-08,0,0,1,2024,3,No,No,Si
7907,Juan,64.0,Femenino,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-02-11,1,1,1,2024,2,Si,Si,Si
7908,Valentina,32.0,Femenino,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-05-29,1,1,0,2023,5,Si,Si,No
7909,Juan,63.0,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-09-01,1,0,0,2024,9,Si,No,No
7910,Valentina,73.0,Masculino,Barranquilla,falta agua potable en varias casas.,Seguridad,No urgente,2023-11-12,0,0,1,2023,11,No,No,Si
7911,Sofía,23.0,Masculino,Pereira,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-09-04,1,0,1,2024,9,Si,No,Si
7912,Valentina,51.0,Femenino,Barranquilla,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-05-20,0,1,0,2023,5,No,Si,No
7913,Jorge,55.0,Masculino,Bogotá,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-08-14,1,1,0,2023,8,Si,Si,No
7914,Pedro,42.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-08-30,0,0,0,2023,8,No,No,No
7915,Ana,31.0,Otro,Medellín,Sin comentario,Medio Ambiente,Urgente,2023-01-28,0,0,1,2023,1,No,No,Si
7916,María,47.0,Masculino,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-08-18,0,0,0,2023,8,No,No,No
7917,Ana,63.0,Masculino,Bogotá,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-01-02,0,0,0,2024,1,No,No,No
7918,María,54.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-01-06,0,0,0,2024,1,No,No,No
7919,Valentina,24.0,Femenino,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-06-25,0,1,0,2023,6,No,Si,No
7920,Pedro,48.0,Otro,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-06-27,1,1,1,2024,6,Si,Si,Si
7921,Ana,40.0,Masculino,Bucaramanga,queremos más presencia policial.,Seguridad,No urgente,2024-07-07,0,0,1,2024,7,No,No,Si
7922,Laura,68.0,Masculino,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-10-15,1,0,1,2024,10,Si,No,Si
7923,Jorge,54.0,Otro,Medellín,Sin comentario,Medio Ambiente,Urgente,2023-02-13,0,0,0,2023,2,No,No,No
7924,Carlos,46.0,,Medellín,falta agua potable en varias casas.,Salud,No urgente,2024-05-14,1,0,0,2024,5,Si,No,No
7925,Jorge,17.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-01-19,0,1,1,2023,1,No,Si,Si
7926,María,44.0,Otro,Cúcuta,Sin comentario,Seguridad,No urgente,2023-05-05,0,0,0,2023,5,No,No,No
7927,Pedro,37.0,Femenino,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-10-18,0,1,0,2023,10,No,Si,No
7928,Camilo,40.0,Masculino,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,2023-03-08,1,1,0,2023,3,Si,Si,No
7929,Sofía,54.0,Masculino,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-02-27,1,0,1,2023,2,Si,No,Si
7930,Juan,48.0,Masculino,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-10-10,1,1,1,2023,10,Si,Si,Si
7931,Juan,79.0,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-05-03,0,1,0,2023,5,No,Si,No
7932,Pedro,48.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-01-24,1,1,1,2023,1,Si,Si,Si
7933,Laura,48.0,Femenino,Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-11-27,1,1,1,2024,11,Si,Si,Si
7934,Pedro,47.0,Femenino,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-10-03,0,0,1,2023,10,No,No,Si
7935,Juan,25.0,Masculino,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-05-01,0,1,1,2024,5,No,Si,Si
7936,Valentina,45.0,Femenino,Manizales,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-02-17,1,1,1,2024,2,Si,Si,Si
7937,Pedro,20.0,Masculino,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-01-31,0,1,0,2023,1,No,Si,No
7938,Sofía,45.0,,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,2023-03-10,1,1,1,2023,3,Si,Si,Si
7939,Ana,50.0,,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-02-18,1,1,1,2023,2,Si,Si,Si
7940,Juan,64.0,Masculino,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-10-26,1,0,0,2024,10,Si,No,No
7941,Laura,21.0,Femenino,Manizales,hay problemas con la recolección de basura.,Salud,Urgente,2024-03-20,0,1,1,2024,3,No,Si,Si
7942,Camilo,32.0,Otro,Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-10-12,0,0,1,2023,10,No,No,Si
7943,Carlos,29.0,Otro,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-03-10,1,0,1,2023,3,Si,No,Si
7944,Laura,53.0,Otro,Manizales,Sin comentario,Salud,No urgente,2023-11-21,1,0,1,2023,11,Si,No,Si
7945,Valentina,61.0,Masculino,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2024-01-25,1,1,0,2024,1,Si,Si,No
7946,Carlos,78.0,Masculino,Barranquilla,queremos más presencia policial.,Educación,No urgente,2024-05-24,0,0,0,2024,5,No,No,No
7947,Ana,78.0,,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-03-28,1,0,1,2023,3,Si,No,Si
7948,Valentina,74.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-10-15,1,1,0,2024,10,Si,Si,No
7949,María,80.0,,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-06-13,1,1,0,2024,6,Si,Si,No
7950,Ana,68.0,Masculino,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-07-18,1,0,0,2023,7,Si,No,No
7951,Valentina,34.0,Femenino,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-07-04,1,0,0,2023,7,Si,No,No
7952,Carlos,39.0,Otro,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,2023-04-01,1,0,1,2023,4,Si,No,Si
7953,Laura,76.0,,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2024-11-21,1,1,1,2024,11,Si,Si,Si
7954,Camilo,66.0,Femenino,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-04-29,0,0,0,2023,4,No,No,No
7955,Pedro,39.0,Femenino,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-12-06,0,1,0,2023,12,No,Si,No
7956,Valentina,38.0,Femenino,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,2024-03-24,1,0,1,2024,3,Si,No,Si
7957,Camilo,48.0,Otro,Manizales,Sin comentario,Medio Ambiente,No urgente,2023-06-17,1,0,0,2023,6,Si,No,No
7958,Jorge,51.0,Femenino,Manizales,no hay suficientes escuelas públicas.,Salud,Urgente,2023-08-10,1,1,0,2023,8,Si,Si,No
7959,Juan,42.0,Femenino,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2024-03-16,0,1,1,2024,3,No,Si,Si
7960,Juan,25.0,Femenino,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,2024-06-13,1,1,1,2024,6,Si,Si,Si
7961,Carlos,73.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-04-05,1,1,0,2024,4,Si,Si,No
7962,Sofía,22.0,Masculino,Cali,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-07-11,0,1,0,2024,7,No,Si,No
7963,Camilo,16.0,Femenino,Bogotá,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-03-09,0,0,1,2024,3,No,No,Si
7964,Ana,53.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2023-12-02,1,1,0,2023,12,Si,Si,No
7965,Carlos,65.0,Masculino,Pereira,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-06-06,1,1,0,2023,6,Si,Si,No
7966,Ana,20.0,Femenino,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-23,0,1,0,2023,10,No,Si,No
7967,Valentina,43.0,Masculino,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-08-22,0,0,1,2023,8,No,No,Si
7968,Camilo,33.0,Femenino,Bucaramanga,las basuras no se recogen a tiempo.,Educación,No urgente,2024-05-16,1,1,1,2024,5,Si,Si,Si
7969,Laura,48.0,Femenino,Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-01-31,1,0,1,2024,1,Si,No,Si
7970,Sofía,75.0,Masculino,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-04-11,0,0,0,2024,4,No,No,No
7971,Laura,47.0,Femenino,Bucaramanga,hay problemas con la recolección de basura.,Educación,No urgente,2023-11-27,1,1,1,2023,11,Si,Si,Si
7972,Camilo,40.0,Otro,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-09-09,1,1,1,2024,9,Si,Si,Si
7973,Ana,66.0,Femenino,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-05-24,1,0,1,2024,5,Si,No,Si
7974,Jorge,72.0,Masculino,Cali,queremos más presencia policial.,Salud,No urgente,2023-05-22,0,0,1,2023,5,No,No,Si
7975,Carlos,43.0,Femenino,,no hay suficientes escuelas públicas.,Educación,Urgente,2023-06-15,1,0,0,2023,6,Si,No,No
7976,Juan,22.0,Femenino,Cali,hay problemas con la recolección de basura.,Educación,No urgente,2024-04-20,0,1,1,2024,4,No,Si,Si
7977,Juan,30.0,Masculino,Bogotá,queremos más presencia policial.,Medio Ambiente,No urgente,2024-07-01,1,0,1,2024,7,Si,No,Si
7978,Camilo,54.0,Femenino,Cali,queremos más presencia policial.,Salud,Urgente,2023-07-14,1,1,1,2023,7,Si,Si,Si
7979,Valentina,25.0,Masculino,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-10-04,0,1,1,2024,10,No,Si,Si
7980,Camilo,43.0,Femenino,Cúcuta,Sin comentario,Seguridad,No urgente,2023-12-28,0,0,0,2023,12,No,No,No
7981,Laura,72.0,Otro,Bucaramanga,queremos más presencia policial.,Seguridad,No urgente,2023-03-04,1,0,0,2023,3,Si,No,No
7982,Pedro,75.0,Masculino,Medellín,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-07-09,1,0,1,2024,7,Si,No,Si
7983,Jorge,43.0,Femenino,Cali,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-11-14,1,0,1,2024,11,Si,No,Si
7984,Carlos,52.0,Otro,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-02-12,1,0,1,2024,2,Si,No,Si
7985,María,45.0,Otro,Barranquilla,la contaminación del río está aumentando.,Seguridad,No urgente,2024-09-04,0,0,0,2024,9,No,No,No
7986,Sofía,17.0,Masculino,Cúcuta,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-01-25,1,1,1,2023,1,Si,Si,Si
7987,Jorge,70.0,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-07-19,1,1,0,2023,7,Si,Si,No
7988,Jorge,15.0,Otro,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-08-18,1,1,1,2023,8,Si,Si,Si
7989,Sofía,28.0,Masculino,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-11-13,1,0,1,2023,11,Si,No,Si
7990,Juan,17.0,Masculino,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,2023-05-02,0,1,1,2023,5,No,Si,Si
7991,Valentina,54.0,Masculino,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,2023-10-08,0,1,1,2023,10,No,Si,Si
7992,Laura,50.0,Femenino,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-09-09,1,1,1,2024,9,Si,Si,Si
7993,Ana,34.0,Masculino,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,2023-06-15,1,1,1,2023,6,Si,Si,Si
7994,Pedro,42.0,Masculino,Santa Marta,queremos más presencia policial.,Salud,Urgente,2024-11-15,0,0,1,2024,11,No,No,Si
7995,María,37.0,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-07-29,0,1,1,2024,7,No,Si,Si
7996,Pedro,60.0,Femenino,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-02-29,0,0,0,2024,2,No,No,No
7997,Camilo,35.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-11-22,1,1,1,2023,11,Si,Si,Si
7998,Pedro,43.0,Otro,Medellín,Sin comentario,Educación,No urgente,2024-05-16,0,0,0,2024,5,No,No,No
7999,Juan,31.0,,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2023-04-18,0,1,1,2023,4,No,Si,Si
8000,Ana,55.0,Otro,Cúcuta,queremos más presencia policial.,Educación,No urgente,2023-06-03,0,1,1,2023,6,No,Si,Si
8001,Jorge,64.0,Otro,Barranquilla,queremos más presencia policial.,Educación,No urgente,2023-06-22,1,0,1,2023,6,Si,No,Si
8002,Ana,18.0,Otro,Manizales,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-07-22,0,1,1,2023,7,No,Si,Si
8003,Sofía,69.0,Masculino,Pereira,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-07-18,0,1,0,2024,7,No,Si,No
8004,Valentina,42.0,Masculino,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2024-07-09,1,1,0,2024,7,Si,Si,No
8005,Pedro,79.0,Masculino,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-05-03,0,1,0,2024,5,No,Si,No
8006,Valentina,50.0,Femenino,Bucaramanga,queremos más presencia policial.,Seguridad,No urgente,2024-10-18,1,0,1,2024,10,Si,No,Si
8007,Valentina,70.0,Masculino,Bogotá,la contaminación del río está aumentando.,Seguridad,Urgente,2023-03-26,1,0,1,2023,3,Si,No,Si
8008,Juan,64.0,Otro,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-08-20,1,0,1,2023,8,Si,No,Si
8009,Valentina,36.0,Masculino,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2024-06-18,1,0,1,2024,6,Si,No,Si
8010,María,59.0,Masculino,Santa Marta,queremos más presencia policial.,Seguridad,No urgente,2024-08-04,1,0,1,2024,8,Si,No,Si
8011,Laura,35.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-05-16,0,1,0,2023,5,No,Si,No
8012,Ana,46.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-09-22,1,0,1,2023,9,Si,No,Si
8013,Camilo,69.0,Femenino,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-09-30,1,0,1,2023,9,Si,No,Si
8014,Jorge,18.0,Femenino,Cali,no hay suficientes escuelas públicas.,Educación,No urgente,2023-06-04,0,1,0,2023,6,No,Si,No
8015,Ana,24.0,Otro,Medellín,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-07-01,0,1,0,2024,7,No,Si,No
8016,Valentina,25.0,Otro,Manizales,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-12-18,1,0,1,2023,12,Si,No,Si
8017,María,77.0,Masculino,Medellín,faltan médicos en el centro de salud.,Salud,Urgente,2024-03-08,0,0,0,2024,3,No,No,No
8018,María,61.0,Masculino,Manizales,queremos más presencia policial.,Seguridad,Urgente,2023-07-19,0,1,1,2023,7,No,Si,Si
8019,María,32.0,Femenino,Bogotá,faltan médicos en el centro de salud.,Salud,No urgente,2024-02-24,1,1,0,2024,2,Si,Si,No
8020,Laura,77.0,Otro,Medellín,queremos más presencia policial.,Seguridad,No urgente,2023-12-01,1,1,1,2023,12,Si,Si,Si
8021,Juan,58.0,Masculino,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-05-17,0,0,1,2024,5,No,No,Si
8022,Ana,62.0,Otro,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-05-04,0,0,1,2024,5,No,No,Si
8023,Sofía,53.0,Femenino,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-06-17,1,0,0,2023,6,Si,No,No
8024,Juan,41.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-06-14,1,0,1,2024,6,Si,No,Si
8025,Jorge,32.0,Otro,Cali,Sin comentario,Seguridad,No urgente,2024-08-16,1,0,1,2024,8,Si,No,Si
8026,Valentina,73.0,Masculino,,la contaminación del río está aumentando.,Educación,No urgente,2024-12-01,0,0,0,2024,12,No,No,No
8027,María,48.0,Masculino,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-08-24,1,1,1,2024,8,Si,Si,Si
8028,María,44.0,Otro,Medellín,falta agua potable en varias casas.,Educación,Urgente,2023-01-24,1,1,0,2023,1,Si,Si,No
8029,Jorge,48.0,Femenino,Cali,la contaminación del río está aumentando.,Educación,No urgente,2023-09-22,0,0,0,2023,9,No,No,No
8030,Jorge,24.0,Masculino,Pereira,la contaminación del río está aumentando.,Salud,No urgente,2024-07-15,1,1,1,2024,7,Si,Si,Si
8031,Ana,25.0,Masculino,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-11-16,1,1,1,2024,11,Si,Si,Si
8032,Laura,52.0,Femenino,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-02-03,0,0,1,2023,2,No,No,Si
8033,Camilo,36.0,Femenino,Bogotá,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-10-07,1,0,1,2024,10,Si,No,Si
8034,Ana,17.0,Femenino,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,2024-05-10,1,0,1,2024,5,Si,No,Si
8035,Carlos,74.0,Femenino,Barranquilla,queremos más presencia policial.,Salud,Urgente,2024-03-08,1,1,1,2024,3,Si,Si,Si
8036,Camilo,38.0,Femenino,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-03-21,0,0,1,2023,3,No,No,Si
8037,Jorge,27.0,Otro,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,2024-09-18,0,1,1,2024,9,No,Si,Si
8038,Juan,45.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Educación,Urgente,2024-03-18,0,1,0,2024,3,No,Si,No
8039,Juan,48.0,Masculino,Cali,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-10-20,0,1,1,2024,10,No,Si,Si
8040,Camilo,30.0,Masculino,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-05-07,0,0,1,2023,5,No,No,Si
8041,Sofía,38.0,,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2024-07-06,1,0,0,2024,7,Si,No,No
8042,Juan,70.0,Otro,Cali,Sin comentario,Seguridad,Urgente,2023-05-11,0,1,1,2023,5,No,Si,Si
8043,Camilo,46.0,Masculino,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-07-20,1,1,0,2023,7,Si,Si,No
8044,Valentina,40.0,Femenino,Cartagena,queremos más presencia policial.,Seguridad,No urgente,2023-10-20,1,0,1,2023,10,Si,No,Si
8045,María,71.0,Masculino,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,2024-10-17,0,0,0,2024,10,No,No,No
8046,Carlos,59.0,Masculino,Manizales,la contaminación del río está aumentando.,Salud,Urgente,2023-06-03,0,1,1,2023,6,No,Si,Si
8047,Jorge,37.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-04-29,1,1,0,2023,4,Si,Si,No
8048,María,69.0,Otro,Cali,queremos más presencia policial.,Salud,No urgente,2024-02-23,0,1,1,2024,2,No,Si,Si
8049,Ana,48.0,Femenino,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-08-24,1,1,1,2023,8,Si,Si,Si
8050,Laura,18.0,Masculino,Barranquilla,hay problemas con la recolección de basura.,Salud,No urgente,2023-06-07,0,0,1,2023,6,No,No,Si
